time,open,high,low,close
1593662400,9237.04,9253.32,9177,9209.37
1593676800,9209.38,9223,9171,9198.52
1593691200,9198.51,9258,9011,9049.61
1593705600,9049.62,9080.39,8936,9056.52
1593720000,9056.53,9150,9037.94,9087.72
1593734400,9087.72,9121.77,9065.82,9093.67
1593748800,9093.68,9114,9076.21,9103.89
1593763200,9103.88,9124.52,9036.06,9096.98
1593777600,9096.99,9124.32,9076,9098.25
1593792000,9098.24,9113,9068.35,9083.35
1593806400,9083.36,9102.94,9041,9057.52
1593820800,9058.07,9097.7,9045.37,9083.88
1593835200,9083.87,9091,9070,9074.41
1593849600,9074.41,9083.96,9052,9058.67
1593864000,9058.67,9085,9042.84,9066.49
1593878400,9066.49,9194,9062,9131.33
1593892800,9131.33,9147,9115,9137.18
1593907200,9137.18,9146.35,9116.5,9128
1593921600,9128.01,9131.42,9040,9062.52
1593936000,9062.51,9076.02,8986.51,9035.32
1593950400,9035.33,9069,8998.01,9028.98
1593964800,9028.98,9053.89,9022,9031.31
1593979200,9031.5,9100,8900,9071.86
1593993600,9071.87,9123,9058.1,9087.3
1594008000,9087.31,9238.23,9080.14,9199.71
1594022400,9199.72,9230,9171,9221.24
1594036800,9221.24,9320,9200,9302.99
1594051200,9302.99,9348,9261,9287.38
1594065600,9287.83,9379,9255.1,9339.6
1594080000,9339.59,9380,9256.1,9292.92
1594094400,9292.62,9301.87,9237.05,9260.99
1594108800,9260.99,9274.27,9220,9271.11
1594123200,9271.12,9295.55,9233,9274.99
1594137600,9274.99,9286.49,9230,9239.78
1594152000,9239.79,9269.14,9201.23,9258.51
1594166400,9258.51,9320,9233.47,9310
1594180800,9310,9320,9252,9282.85
1594195200,9282.86,9309.96,9264.53,9308
1594209600,9308,9470,9283,9410.92
1594224000,9410.91,9445,9381.64,9431.52
1594238400,9431.53,9466,9413.8,9436.08
1594252800,9436.08,9440.81,9360,9386.6
1594267200,9386.17,9419.07,9378.6,9404.08
1594281600,9404.08,9406.34,9352.01,9403.25
1594296000,9403.26,9435,9164.33,9211
1594310400,9210.99,9244.21,9190.32,9220.97
1594324800,9220.96,9255.25,9210.39,9236.28
1594339200,9236.29,9239,9194.06,9225.03
1594353600,9225.04,9229,9121.42,9153.71
1594368000,9153.85,9204,9152,9162.25
1594382400,9162.24,9249.55,9160,9245.55
1594396800,9245.43,9253.79,9207,9234.43
1594411200,9234.43,9317.24,9209,9288.39
1594425600,9288.39,9301.74,9258,9266.51
1594440000,9266.32,9280,9254,9269.98
1594454400,9269.97,9271.7,9178.91,9199.39
1594468800,9199.38,9233.54,9195,9223.92
1594483200,9223.92,9250,9203.79,9205.32
1594497600,9205.32,9254.27,9202.35,9233.5
1594512000,9233.5,9295,9231.03,9270.72
1594526400,9270.24,9283,9242,9256.21
1594540800,9256.21,9274.65,9243.01,9246.53
1594555200,9246.53,9349,9180.17,9214.35
1594569600,9214.35,9238.39,9155,9220.34
1594584000,9220.34,9332,9214.75,9300.69
1594598400,9300.7,9320,9264,9272.87
1594612800,9272.88,9291.91,9237.32,9269.95
1594627200,9269.96,9319.83,9265,9308.92
1594641600,9308.93,9345,9276.6,9290.28
1594656000,9290.29,9320,9200,9233.45
1594670400,9233.39,9273.98,9213.57,9241.2
1594684800,9241.18,9245.47,9211.01,9218.63
1594699200,9218.64,9218.98,9152,9180.56
1594713600,9180.56,9239,9116,9234.51
1594728000,9234.39,9244.44,9185,9220.79
1594742400,9220.78,9279,9211,9267.52
1594756800,9267.52,9274.84,9235.67,9254.17
1594771200,9254.17,9272.56,9230.01,9234.51
1594785600,9234.5,9246.56,9216.01,9227.83
1594800000,9227.83,9248,9190,9221.55
1594814400,9221.54,9247,9196,9204.21
1594828800,9204.2,9220.91,9156,9183.07
1594843200,9183.07,9234,9178,9197.3
1594857600,9197.75,9223,9180,9202.49
1594872000,9202.5,9215,9080,9124.21
1594886400,9124.2,9140.98,9044.02,9083.64
1594900800,9083.65,9130.87,9070,9123
1594915200,9123,9150,9111,9126
1594929600,9126.01,9143.5,9091.25,9132
1594944000,9132,9138.89,9105,9117.85
1594958400,9117.85,9133.73,9087,9110
1594972800,9110,9143.3,9096.9,9139.12
1594987200,9139.12,9187,9138.99,9146.19
1595001600,9146.19,9166.75,9128.33,9162.01
1595016000,9162.01,9175.03,9142,9151.69
1595030400,9151.7,9163.88,9121.98,9131.08
1595044800,9131.7,9140,9126,9132.24
1595059200,9132.23,9210,9125.05,9163.4
1595073600,9163.39,9176.52,9155.08,9171.25
1595088000,9171.25,9205.02,9151.2,9164.31
1595102400,9164.18,9180.54,9160.25,9171.8
1595116800,9171.79,9182.45,9145.35,9156.57
1595131200,9156.5,9162.37,9142.63,9157.03
1595145600,9157.02,9161,9108,9126.96
1595160000,9126.95,9140,9115,9124.5
1595174400,9124.5,9175.63,9120.68,9167.09
1595188800,9167.09,9239.59,9157.95,9210.51
1595203200,9210.68,9221,9178.08,9194.48
1595217600,9194.49,9194.98,9170,9183.24
1595232000,9183.24,9193.98,9131.01,9150.39
1595246400,9150.38,9178.24,9143,9172.47
1595260800,9172.48,9203.83,9148.13,9160.4
1595275200,9160.39,9186.49,9145,9161.13
1595289600,9161.28,9194.5,9152.62,9181.65
1595304000,9180.91,9377.89,9174,9314.87
1595318400,9315,9350.32,9300.01,9342.21
1595332800,9342.22,9439.6,9319.21,9338.45
1595347200,9338.44,9389.51,9320.67,9353.5
1595361600,9353.49,9389.94,9350.17,9388.01
1595376000,9388,9389.06,9351,9358.72
1595390400,9358.72,9366.25,9272,9301.44
1595404800,9301.44,9355,9292.56,9344.11
1595419200,9344.11,9356.21,9313.76,9338.53
1595433600,9338.53,9384,9327,9372.24
1595448000,9372.24,9543,9357.47,9518.25
1595462400,9518.25,9532.36,9468,9493.62
1595476800,9493.63,9511.98,9463,9495.17
1595491200,9495.18,9535.77,9484,9507.98
1595505600,9507.99,9599.92,9439.86,9527.4
1595520000,9527.39,9678.32,9512.42,9597.28
1595534400,9597.29,9612.95,9570,9604.41
1595548800,9604.41,9608.14,9534,9563.96
1595563200,9563.96,9574,9470,9514.31
1595577600,9514.3,9565,9490,9534.62
1595592000,9534.63,9570.16,9502.15,9554.14
1595606400,9554.76,9590.75,9522,9583.65
1595620800,9583.49,9650,9515,9539.7
1595635200,9539.7,9620,9526.31,9584.83
1595649600,9584.63,9630.37,9569.01,9574.68
1595664000,9574.68,9609.94,9564.2,9577.04
1595678400,9577.05,9614.05,9555,9594.87
1595692800,9594.86,9710,9575.96,9674.11
1595707200,9674.11,9735.1,9670,9701.49
1595721600,9701.54,9706.24,9655.2,9681.26
1595736000,9681.27,9740,9665,9719.99
1595750400,9719.98,10300,9705,9979.15
1595764800,9979.14,9997.65,9810,9967.76
1595779200,9968.64,9995.99,9855,9876.51
1595793600,9876.5,9947.19,9850,9939.69
1595808000,9939.68,10360,9928.61,10277.22
1595822400,10277.22,10337.95,10147.25,10168
1595836800,10167.99,10348,10128.99,10269.56
1595851200,10269.56,10458.58,10238,10310.11
1595865600,10310.11,10997.24,10304.1,10806.52
1595880000,10806.52,11488,10780.74,11047.58
1595894400,11047.58,11270,10855.95,10994.99
1595908800,10995,11154,10837.39,10897.26
1595923200,10897.27,11043,10580,11000.98
1595937600,11000.98,11198,10922.56,11165.07
1595952000,11165.07,11193.48,10855,11008.87
1595966400,11008.87,11067.91,10868.8,10919.94
1595980800,10919.94,11018.5,10844.34,10989.95
1595995200,10989.53,11095.5,10936.31,11027.64
1596009600,11027.65,11166.02,10922,11110.06
1596024000,11110.07,11320,10970.14,11174.78
1596038400,11173.32,11295,11109.27,11217.69
1596052800,11218.69,11364.8,11054.68,11113.03
1596067200,11113.01,11137,10952.32,10998.37
1596081600,10998.37,11060,10905,10952.87
1596096000,10952.98,11028.94,10905,10942.01
1596110400,10942.01,11057.24,10826.55,11020.31
1596124800,11020.32,11155.06,10983.11,11130.69
1596139200,11130.7,11195.52,11073.28,11111.96
1596153600,11111.97,11150.52,10971.78,10988.59
1596168000,10989.42,11166,10986.51,11140.65
1596182400,11141,11240,11100,11231.87
1596196800,11231.88,11390,11124.71,11355.05
1596211200,11355.05,11450.42,11223,11326.36
1596225600,11326.36,11437.45,11290.78,11343.68
1596240000,11343.67,11411,11201,11373.99
1596254400,11373.99,11765.05,11342.44,11666.32
1596268800,11666.32,11743.34,11565,11669.01
1596283200,11669,11709.83,11505,11642.13
1596297600,11642.13,11886.19,11580,11790.77
1596312000,11790.92,11887.45,11680,11811.42
1596326400,11811.43,12037.99,11754.58,12026.41
1596340800,12026.41,12154.25,10490,11327.7
1596355200,11327.7,11351,10915.42,11114.19
1596369600,11114.19,11188,10970.14,11093.91
1596384000,11093.91,11297.98,11071,11212.69
1596398400,11213.11,11226.75,11001,11079.72
1596412800,11080.7,11219.98,10923,11146.75
1596427200,11147.09,11260.89,11135.09,11207.1
1596441600,11207.1,11258.93,11133.73,11243.81
1596456000,11243.82,11394.06,11205,11392.33
1596470400,11392.33,11483,11333,11409.76
1596484800,11409.76,11429.15,11140.09,11227.07
1596499200,11227.07,11427.38,11224,11270.58
1596513600,11270.84,11337,11206,11298.66
1596528000,11298.66,11324.56,11069.13,11128.36
1596542400,11127.9,11250,11025,11220.32
1596556800,11220.32,11279,11141,11230.24
1596571200,11230.24,11280,11160,11200.05
1596585600,11200.06,11250,11103,11248.83
1596600000,11248.83,11337.35,11232.63,11286.62
1596614400,11286.62,11465,11283,11444.63
1596628800,11444.46,11705.88,11400.05,11672
1596643200,11672.01,11729,11623,11656.72
1596657600,11656.72,11798.56,11518.02,11752.5
1596672000,11752.5,11813,11616.16,11655.1
1596686400,11655.1,11693.98,11571.78,11641.13
1596700800,11641.13,11766,11635.22,11701.44
1596715200,11701.44,11893.09,11700.1,11850
1596729600,11849.97,11916.02,11790.33,11875.83
1596744000,11875.83,11898.73,11613.05,11770.56
1596758400,11769.97,11920,11743.57,11832.95
1596772800,11832.95,11855,11732,11785.84
1596787200,11786.45,11855,11688.01,11763.58
1596801600,11763.58,11780,11488,11647.96
1596816000,11647.96,11668.46,11318.93,11494.28
1596830400,11494.28,11645.28,11473.87,11596.06
1596844800,11596.26,11657.88,11531.71,11545.01
1596859200,11546.03,11625.52,11513.69,11588
1596873600,11588,11797,11565,11780
1596888000,11780,11819,11712,11745.26
1596902400,11745.25,11766.2,11575,11719.31
1596916800,11719.32,11790.9,11673,11765.72
1596931200,11765.72,11811,11679.79,11739.8
1596945600,11739.81,11750,11641,11709
1596960000,11709,11727,11610,11694.18
1596974400,11694.17,11694.17,11542,11575.09
1596988800,11575.08,11665.9,11526.9,11635.3
1597003200,11635.29,11700,11630,11685.99
1597017600,11685.99,12100,11685.99,12041.82
1597032000,12041.88,12084.79,11946.04,11980.72
1597046400,11980.72,12023.13,11384.9,11741.77
1597060800,11741.65,11983.77,11712.05,11930.8
1597075200,11930.96,11968.08,11824,11869.79
1597089600,11870.44,11897,11760,11896.89
1597104000,11896.86,11944,11819.86,11846.1
1597118400,11846.27,11868.18,11712,11757.66
1597132800,11757.66,11780,11651,11753.63
1597147200,11753.64,11753.64,11340,11493.15
1597161600,11493.15,11560,11271.27,11395.4
1597176000,11395.4,11428.78,11127,11392.64
1597190400,11392.64,11423,11221.41,11386.45
1597204800,11386.45,11488,11140,11450.69
1597219200,11450.77,11546.02,11425,11465.64
1597233600,11465.68,11630,11430,11584.09
1597248000,11584.09,11620,11472.63,11574.18
1597262400,11573.83,11599.36,11490.7,11568.36
1597276800,11568.37,11667.96,11530,11571.58
1597291200,11571.71,11596,11501,11519.82
1597305600,11519.44,11634.72,11272,11561.48
1597320000,11561.48,11593,11388,11505.16
1597334400,11505.01,11549.75,11450,11514.18
1597348800,11514.17,11798,11514.17,11790
1597363200,11790,11850,11670.01,11734.57
1597377600,11733.78,11769.1,11644.6,11706.99
1597392000,11706.99,11785,11674,11770.41
1597406400,11770.41,11773.49,11645,11748.52
1597420800,11748.44,11868.42,11715.01,11808.98
1597435200,11808.99,11831.97,11708,11767.89
1597449600,11767.89,11993.58,11767.89,11900.97
1597464000,11900.97,11938,11822.52,11902.08
1597478400,11902.08,11946.74,11813,11853.53
1597492800,11853.53,11910,11682,11858.01
1597507200,11859.44,11912.01,11813.39,11845.91
1597521600,11845.9,11988,11740,11859.04
1597536000,11858.91,11943.18,11780,11942.2
1597550400,11942.2,11945,11865,11873.14
1597564800,11873.08,11900,11735,11762.44
1597579200,11762.24,11886.99,11688,11867.06
1597593600,11867.06,11909,11810,11827.2
1597608000,11827.23,11930,11800.47,11921.23
1597622400,11921.32,11947,11780,11856.27
1597636800,11856.26,11869,11796.26,11816.96
1597651200,11816.96,11933.58,11816.51,11919.01
1597665600,11919.02,12490,11799.26,12443.99
1597680000,12443.99,12499.42,12290.55,12349.85
1597694400,12350.16,12421,12224.88,12298.06
1597708800,12298.06,12403,12291,12318.35
1597723200,12318.35,12328.62,12206,12275.56
1597737600,12275.62,12321,12175,12188.31
1597752000,12188,12280,11810,11950.01
1597766400,11950.01,12059.9,11866.6,11999.95
1597780800,11999.96,12100,11957.38,11960.79
1597795200,11962.03,12037.05,11840.31,11855.34
1597809600,11855.33,11891.13,11620,11830.99
1597824000,11830.99,11876.71,11741.87,11850.9
1597838400,11850.82,11922.5,11705.05,11735.22
1597852800,11735.02,11796,11651,11663.56
1597867200,11663.55,11780,11574.78,11763.87
1597881600,11763.88,11833.97,11698,11707.83
1597896000,11707.82,11796.39,11676.03,11710.37
1597910400,11710.69,11825.25,11690.47,11825
1597924800,11825,11875,11743.08,11860.95
1597939200,11861,11886,11820.33,11851.93
1597953600,11851.79,11888,11811.36,11857.92
1597968000,11858.53,11882.68,11785.06,11870.5
1597982400,11870.47,11878.65,11813.75,11842.01
1597996800,11842.01,11842.01,11695.7,11721.84
1598011200,11721.83,11780,11628.79,11725.67
1598025600,11725.86,11777,11608.08,11679.24
1598040000,11679.69,11717.41,11491,11538.53
1598054400,11538.53,11549.16,11385.06,11478.46
1598068800,11478.46,11596,11417.86,11584.77
1598083200,11584.77,11625,11550,11566
1598097600,11566,11645.66,11565.34,11587.13
1598112000,11587,11625.97,11560,11595.63
1598126400,11595.63,11689.08,11577.7,11670.47
1598140800,11670.48,11695.9,11592.29,11605.59
1598155200,11605.59,11626.82,11565,11621.61
1598169600,11621.6,11624,11522.15,11532.84
1598184000,11532.84,11675,11529.13,11655.48
1598198400,11655.47,11698,11625,11686.39
1598212800,11686.4,11724,11644.01,11654
1598227200,11654,11695.13,11595,11687.61
1598241600,11687.61,11780,11645.71,11761.52
1598256000,11762.14,11831.96,11761.05,11799
1598270400,11798.99,11825,11731.29,11768
1598284800,11767.87,11788.66,11706.61,11755.27
1598299200,11755.26,11790,11711,11753.3
1598313600,11753.29,11770,11660.05,11675.08
1598328000,11675.08,11704.68,11556,11594.96
1598342400,11594.96,11662.71,11518.92,11622.01
1598356800,11622.01,11622.01,11344.4,11431.11
1598371200,11431.1,11459.38,11130,11304.62
1598385600,11304.74,11395,11234.13,11327.17
1598400000,11327.18,11408.95,11257.71,11370.99
1598414400,11370.99,11400,11303.81,11353.29
1598428800,11353.3,11450.47,11337.37,11385.43
1598443200,11385.43,11510.35,11255.95,11484.57
1598457600,11484.57,11548.68,11436.31,11468.81
1598472000,11468.81,11512.66,11438,11466.22
1598486400,11466.22,11486.61,11366.22,11388.76
1598500800,11388.76,11418.29,11335,11411.33
1598515200,11411.32,11454.08,11305,11316.77
1598529600,11316.77,11593,11257.8,11329.47
1598544000,11329.47,11371,11130.82,11251.34
1598558400,11251.34,11344.9,11232.33,11335.53
1598572800,11335.83,11400,11283.19,11383.95
1598587200,11383.87,11447.62,11363.8,11382.52
1598601600,11382.52,11480,11360,11474.99
1598616000,11476.12,11538.6,11401,11531.42
1598630400,11531.42,11544.88,11464.42,11501.01
1598644800,11501,11538.72,11456.34,11526.85
1598659200,11526.85,11543,11465,11504.01
1598673600,11504,11582,11482.62,11558.99
1598688000,11558.99,11573.32,11419.34,11450.19
1598702400,11450.18,11515,11438,11501.59
1598716800,11501.59,11549.99,11480,11525.53
1598731200,11525.53,11536.95,11459.73,11466.66
1598745600,11466.27,11656.85,11457.88,11616.36
1598760000,11616.24,11628,11568.78,11595.34
1598774400,11595.26,11615,11556,11607.64
1598788800,11607.19,11665,11565.73,11618.57
1598803200,11618.44,11692.63,11583.29,11649.13
1598817600,11649.17,11724.12,11594.38,11714.14
1598832000,11714.13,11730,11670.49,11681.3
1598846400,11681.3,11709,11604.3,11625.35
1598860800,11625.35,11720,11575.78,11688.99
1598875200,11689.17,11784.21,11668,11748.99
1598889600,11749,11759,11702.01,11730.17
1598904000,11729.91,11736.15,11621.14,11658.11
1598918400,11658.11,11710,11531.34,11698.75
1598932800,11698.75,11956.2,11686,11933.08
1598947200,11934.24,11965,11852.04,11884.94
1598961600,11884.99,12055.16,11812,12049.13
1598976000,12049.12,12061.07,11960.69,11969.79
1598990400,11969.78,12059.79,11867,11930.18
1599004800,11930.17,11961,11834.77,11844.12
1599019200,11844.11,11910.3,11730.02,11737.67
1599033600,11737.66,11765,11156,11417.49
1599048000,11417.5,11488,11210,11340.25
1599062400,11340.84,11411.83,11246.04,11398.25
1599076800,11398.26,11446.64,11311.94,11396.96
1599091200,11396.44,11450,11337.01,11356.12
1599105600,11356.12,11433.02,11251,11408.58
1599120000,11408.61,11475,11189.71,11218.97
1599134400,11218.98,11263.76,10443.6,10683.59
1599148800,10683.82,10778.2,10559,10689.77
1599163200,10689.78,10800,9901.16,10141.08
1599177600,10141.4,10347.99,10056,10269.79
1599192000,10269.79,10339.46,10100,10295.64
1599206400,10295.78,10530.37,10295,10421.25
1599220800,10423.84,10500,9878.65,10427.24
1599235200,10428.91,10598.87,10306.29,10568.37
1599249600,10568.36,10635.77,10430.49,10448
1599264000,10448,10567.87,10380.64,10409.93
1599278400,10409.93,10498,10356.48,10404.88
1599292800,10404.88,10404.89,10126,10227.9
1599307200,10226.43,10350,9975.85,10274.78
1599321600,10274.95,10302.19,9808.58,9960.16
1599336000,9960.76,10190,9887.2,10168.71
1599350400,10168.23,10247.19,10054.13,10167.22
1599364800,10167.51,10260.59,10003,10232.56
1599379200,10232.42,10286,10169,10266.67
1599393600,10266.45,10303,10125.56,10176.25
1599408000,10176.25,10280,10145.34,10257.52
1599422400,10257.53,10348.97,10186,10258.13
1599436800,10258.13,10315.13,10181.01,10203.56
1599451200,10203.82,10241,10050.01,10116.19
1599465600,10116.2,10188.54,10000,10031.6
1599480000,10031.6,10169.67,9879.68,10147.19
1599494400,10147.25,10241.9,10127.23,10150.63
1599508800,10150.63,10420.55,10089.15,10378.76
1599523200,10379.3,10443.79,10300,10306.5
1599537600,10306.49,10324.25,10227.15,10269.9
1599552000,10270.81,10343.4,9933,9987.07
1599566400,9987.14,10158.81,9923.08,10101.92
1599580800,10102.36,10175,9938,9994
1599595200,9994,10241.38,9842.01,10129.02
1599609600,10130,10154.23,9981.13,10028.24
1599624000,10028.25,10200,10008,10191.96
1599638400,10191.92,10288,10143,10224.42
1599652800,10224.69,10279.82,10168.18,10246
1599667200,10246,10346,10200,10277.91
1599681600,10277.91,10297.94,10176,10219.29
1599696000,10219.29,10417.07,10211.67,10372.36
1599710400,10372.36,10421.03,10251.48,10274.01
1599724800,10274.19,10322,10233,10293.12
1599739200,10293.11,10484.6,10286.34,10414.51
1599753600,10414.51,10443.51,10250.01,10269.36
1599768000,10269.88,10356.28,10262.95,10335.91
1599782400,10335.91,10380.5,10212,10221.7
1599796800,10222.35,10292.54,10200.8,10260
1599811200,10260,10334.99,10251.73,10256.26
1599825600,10256.26,10330,10251.32,10319.09
1599840000,10319.09,10347.44,10270,10324.68
1599854400,10324.68,10397.85,10307.75,10387.81
1599868800,10387.81,10399.96,10322.55,10342.39
1599883200,10342.4,10370,10303.53,10343.7
1599897600,10343.7,10357.71,10320,10340.62
1599912000,10340.62,10380,10271,10359.86
1599926400,10359.86,10477.7,10349,10458.26
1599940800,10458.27,10470.21,10405,10438.28
1599955200,10438.29,10558.64,10402,10553.48
1599969600,10554.66,10580,10518.55,10540.08
1599984000,10540.05,10557.52,10304.14,10322.51
1599998400,10323.05,10352.68,10260,10281.78
1600012800,10281.78,10322.2,10209.01,10307.61
1600027200,10307.62,10329.99,10285.6,10327.72
1600041600,10327.72,10368,10241.57,10344.9
1600056000,10344.89,10400,10310.5,10395.81
1600070400,10396.23,10474.99,10320.79,10465.46
1600084800,10465.45,10692.23,10446,10688
1600099200,10687.99,10746.06,10636,10657.78
1600113600,10657.78,10740,10614.09,10664.1
1600128000,10664.1,10838.96,10643.45,10747.59
1600142400,10747.59,10777.98,10700.01,10735.41
1600156800,10735.06,10880,10592,10814
1600171200,10814.01,10923.42,10731.22,10781
1600185600,10780.01,10822.3,10690.37,10777.76
1600200000,10777.76,10869.99,10732,10776.78
1600214400,10776.88,10785,10661.9,10772.61
1600228800,10772.61,10937.52,10755,10910.7
1600243200,10910.68,10925,10820,10893.78
1600257600,10893.77,11021.93,10854,10998
1600272000,10998,11089.08,10948.25,10979.01
1600286400,10979.01,11041.17,10934.77,10948.17
1600300800,10948.16,11040,10864,10867.12
1600315200,10867.15,10925.71,10838.2,10878.42
1600329600,10878.42,10899.62,10770,10871.59
1600344000,10871.59,10878.99,10740,10833
1600358400,10833,10918.8,10791.82,10910.58
1600372800,10910.57,10969.75,10902.18,10935.33
1600387200,10935.97,10955.96,10881.28,10917.89
1600401600,10917.98,10979.79,10870.63,10948.05
1600416000,10948.05,11035,10922,10972.08
1600430400,10972.34,10997.37,10861.96,10892.7
1600444800,10892.71,10896.48,10810.1,10858.76
1600459200,10858.02,10938.07,10841.8,10926.29
1600473600,10926.3,10971.78,10923.05,10969.67
1600488000,10969.67,10974.99,10891.9,10892.64
1600502400,10892.63,11168.52,10880,11130.7
1600516800,11130.7,11177,11034.4,11082.99
1600531200,11082.99,11112.04,11000.4,11046.34
1600545600,11046.33,11080,11018,11073.74
1600560000,11073.2,11073.9,10890.29,10940.54
1600574400,10940.25,10988.66,10925,10956.63
1600588800,10956.63,10977.94,10921,10946.15
1600603200,10946.99,10953.22,10785,10829
1600617600,10829.27,10897,10751,10863.32
1600632000,10863.33,10938.83,10812.76,10914.28
1600646400,10915.52,10972.5,10886.02,10955
1600660800,10955.01,10980.69,10882.91,10896
1600675200,10896,10907.32,10572.01,10634.48
1600689600,10634.48,10636,10281,10415.61
1600704000,10415.61,10498,10352.06,10496
1600718400,10496,10532.95,10405.72,10414.73
1600732800,10414.73,10488.17,10353.1,10447.7
1600747200,10448.05,10499.35,10359.01,10374.05
1600761600,10374.23,10504.3,10373,10449.99
1600776000,10449.99,10518.55,10420,10448.68
1600790400,10448.68,10503.3,10444.09,10487.06
1600804800,10487.06,10574.08,10449.9,10523.32
1600819200,10523.32,10529,10465.67,10470.21
1600833600,10470.87,10485,10374.12,10423.76
1600848000,10423.77,10490,10398.45,10469.31
1600862400,10469.31,10531.94,10440.16,10446.46
1600876800,10446.46,10489.73,10251,10288.97
1600891200,10288.98,10318,10132.21,10237.91
1600905600,10237.91,10339.99,10191,10298.86
1600920000,10298.86,10352,10267,10334.99
1600934400,10335,10433,10276.91,10406.49
1600948800,10406.49,10542.66,10326.9,10532.65
1600963200,10532.65,10737,10529.25,10644.56
1600977600,10644.57,10837.27,10614.05,10724.92
1600992000,10724.91,10754.29,10657,10661.48
1601006400,10661.48,10697.78,10613.39,10682.49
1601020800,10682.49,10682.49,10551.56,10624.8
1601035200,10624.81,10680,10552.54,10640.81
1601049600,10640.81,10739.8,10620.4,10713.35
1601064000,10713.35,10748.68,10646.2,10683.51
1601078400,10683.5,10743,10642.23,10701
1601092800,10701,10827.8,10683.57,10701.39
1601107200,10701.39,10727.96,10659.54,10706.95
1601121600,10706.95,10738.99,10665,10718.63
1601136000,10718.29,10776.68,10678.03,10715.79
1601150400,10715.79,10752.02,10698.01,10726.5
1601164800,10726.5,10793.5,10719,10777.99
1601179200,10778,10792,10620,10667.25
1601193600,10667.26,10678,10602.76,10622.43
1601208000,10622.42,10763.5,10584,10750
1601222400,10749.99,10775.23,10700,10727.23
1601236800,10727.23,10776.45,10701.51,10768
1601251200,10768,11024,10767.99,10881.81
1601265600,10881.81,10912,10833.53,10852.93
1601280000,10852.92,10902.38,10830,10877.47
1601294400,10877.48,10939.99,10829.23,10898.97
1601308800,10898.97,10913.96,10832,10866
1601323200,10865.99,10887.65,10627.19,10691.45
1601337600,10691.94,10728.03,10655,10687.45
1601352000,10687.45,10744.54,10666.6,10722
1601366400,10722.01,10797,10700.11,10754.98
1601380800,10754.98,10783.6,10711.47,10722.5
1601395200,10722.49,10763.69,10631.49,10735
1601409600,10735.01,10863.94,10735.01,10836.98
1601424000,10836.99,10845.99,10735,10739.49
1601438400,10739.94,10761.33,10669.25,10700.95
1601452800,10701.6,10725.71,10660.05,10677.26
1601467200,10677.27,10789.6,10666.08,10773.26
1601481600,10772.64,10796,10676.23,10704.65
1601496000,10704.65,10786.83,10680.54,10773
1601510400,10773,10850,10773,10795.17
1601524800,10795.17,10840.01,10786.22,10817.81
1601539200,10817.82,10935.14,10807.26,10897.75
1601553600,10897.75,10905.15,10706.03,10710.35
1601568000,10710.36,10713,10442,10611.01
1601582400,10611,10629.25,10562,10612.63
1601596800,10612.62,10649,10577.82,10642.01
1601611200,10642.02,10660,10378.38,10483.88
1601625600,10483.89,10490,10371.03,10430.13
1601640000,10430.14,10599.67,10425.24,10507.17
1601654400,10507.18,10561.44,10487.86,10511.99
1601668800,10510.87,10578.54,10460,10565.15
1601683200,10565.44,10571.73,10516.67,10548.07
1601697600,10548.08,10559.15,10491.11,10523.67
1601712000,10523.49,10558.83,10493.86,10530.89
1601726400,10530.89,10548,10514.08,10536.95
1601740800,10536.95,10596,10531,10577.29
1601755200,10577.28,10582.78,10520.88,10537.96
1601769600,10537.96,10554.99,10514,10541.29
1601784000,10541.29,10648,10540.4,10607.86
1601798400,10607.86,10616,10564.39,10594.2
1601812800,10594.19,10614,10568,10586.81
1601827200,10586.81,10694,10572.74,10667.93
1601841600,10667.94,10685,10628.08,10660.16
1601856000,10660.16,10738.77,10651.13,10659.44
1601870400,10659.44,10683.71,10608.9,10677.99
1601884800,10677.99,10687,10650.7,10658.41
1601899200,10658.42,10770.49,10650,10718.57
1601913600,10718.58,10737.77,10675.5,10724.01
1601928000,10724.12,10792,10722,10785
1601942400,10784.99,10792,10734.46,10757.71
1601956800,10757.71,10777,10701,10705
1601971200,10705,10751.69,10650,10693.32
1601985600,10693.32,10753,10613,10726.87
1602000000,10726.87,10743.99,10528.24,10565
1602014400,10565,10609.62,10510.66,10593.65
1602028800,10593.65,10600,10540.29,10571.35
1602043200,10571.35,10624.98,10566.11,10612.16
1602057600,10612.17,10619.48,10563.08,10592.28
1602072000,10592.28,10645.62,10590,10624.88
1602086400,10624.87,10675,10593,10645.92
1602100800,10646.62,10666,10635.01,10658.75
1602115200,10658.75,10664.77,10612,10634.23
1602129600,10634.23,10640.97,10557.14,10586.29
1602144000,10586.3,10627.09,10523,10598.42
1602158400,10598.99,10958,10586.31,10892.69
1602172800,10892.69,10951.99,10836.34,10873.71
1602187200,10873.72,10931.28,10857.28,10919.45
1602201600,10919.45,10934.43,10854,10881.96
1602216000,10881.55,10900,10818.44,10888.66
1602230400,10888.66,11110,10863.81,11049.28
1602244800,11049.41,11100,11032.51,11083.37
1602259200,11083.8,11103.61,11011,11034.15
1602273600,11035.02,11093.54,11015,11050.47
1602288000,11050.46,11494,11050.46,11413.28
1602302400,11413.86,11424.99,11350.08,11381.99
1602316800,11381.99,11397.59,11237.49,11317.25
1602331200,11317.24,11421.41,11280.86,11352.85
1602345600,11352.5,11378.26,11310.67,11353.93
