time,open,high,low,close,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,Up Trend2,UpTrend Begins2,Buy2,Down Trend2,DownTrend Begins2,Sell2,,Upper Bollinger Band,Lower Bollinger Band,Bars since last closed trade,Diosc,Previous-diosc,Previous-sma,TR,Up,Down,Plus,Diosc-signal,Minus
1568102400,10271.93,10290.01,10206.87,10254.56,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10255.8425,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10255.8425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-39.22999999999956,19.93999999999869,NaN,NaN,NaN
1568116800,10252.7,10270.58,10167.91,10179.1,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10217.5725,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10217.5725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19.43000000000029,38.960000000000946,NaN,NaN,NaN
1568131200,10172.13,10237.41,9940.87,10026.56,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10094.2425,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10094.2425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.17000000000007,227.03999999999905,NaN,NaN,NaN
1568145600,10021.49,10127.22,9991.73,10102.02,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10060.615,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10060.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-110.19000000000051,-50.85999999999876,NaN,NaN,NaN
1568160000,10094.27,10293.11,10051,10093.88,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10133.065,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10133.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,165.89000000000124,-59.27000000000044,NaN,NaN,NaN
1568174400,10091.53,10097.65,9884.31,10067.46,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10035.2375,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10035.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-195.46000000000095,166.6900000000005,NaN,NaN,NaN
1568188800,10068.41,10138.01,9988.69,10070.53,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10066.41,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10066.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.36000000000058,-104.38000000000102,NaN,NaN,NaN
1568203200,10062.34,10101.38,9973.15,9991.84,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10032.177500000002,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10032.177500000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.63000000000102,15.540000000000873,NaN,NaN,NaN
1568217600,9992.18,10123.29,9934.11,10077.6,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10031.795,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10031.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.910000000001673,39.039999999999054,NaN,NaN,NaN
1568232000,10073.64,10184.66,10064.11,10159.55,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10120.49,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10120.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.36999999999898,-130,NaN,NaN,NaN
1568246400,10163.06,10205.46,10085.88,10113.43,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10141.957499999999,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10141.957499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.799999999999272,-21.769999999998618,NaN,NaN,NaN
1568260800,10116.97,10129.19,10042.12,10078.96,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10091.81,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10091.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-76.26999999999862,43.7599999999984,NaN,NaN,NaN
1568275200,10079.76,10187.9,10076.95,10170.93,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10128.885,9819.191623409424,NaN,NaN,NaN,NaN,NaN,10128.885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.70999999999913,-34.82999999999993,NaN,NaN,NaN
1568289600,10170,10365.15,10170,10326.58,9873.784218816436,NaN,NaN,NaN,NaN,NaN,10257.9325,9873.784218816436,NaN,NaN,NaN,NaN,NaN,10257.9325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177.25,-93.04999999999927,NaN,NaN,NaN
1568304000,10327.25,10349.91,10239.42,10308.8,9882.910474112326,NaN,NaN,NaN,NaN,NaN,10306.345000000001,9882.910474112326,NaN,NaN,NaN,NaN,NaN,10306.345000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.239999999999782,-69.42000000000007,NaN,NaN,NaN
1568318400,10301.82,10450.13,10300.85,10415.13,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10366.982499999998,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10366.982499999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100.21999999999935,-61.43000000000029,NaN,NaN,NaN
1568332800,10414.96,10440.55,10329.3,10364.64,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10387.3625,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10387.3625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.579999999999927,-28.44999999999891,NaN,NaN,NaN
1568347200,10364.82,10399.81,10267.89,10284.03,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10329.137499999999,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10329.137499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-40.73999999999978,61.409999999999854,NaN,NaN,NaN
1568361600,10283.68,10327.14,10251.99,10306.52,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10292.3325,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10292.3325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-72.67000000000007,15.899999999999636,NaN,NaN,NaN
1568376000,10306.52,10344,10270,10296.57,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10304.2725,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10304.2725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.860000000000582,-18.01000000000022,NaN,NaN,NaN
1568390400,10294.81,10310.08,10186.34,10210.25,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10250.369999999999,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10250.369999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.92000000000007,83.65999999999985,NaN,NaN,NaN
1568404800,10210.25,10355.85,10153.51,10341.34,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10265.2375,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10265.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.77000000000044,32.82999999999993,NaN,NaN,NaN
1568419200,10343.01,10353.72,10267.08,10280.77,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10311.145,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10311.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1300000000010186,-113.56999999999971,NaN,NaN,NaN
1568433600,10280.58,10330.61,10259.75,10316.67,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10296.9025,9979.125175584246,NaN,NaN,NaN,NaN,NaN,10296.9025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23.109999999998763,7.329999999999927,NaN,NaN,NaN
1568448000,10319.07,10348,10287.53,10291.93,9988.539753297215,NaN,NaN,NaN,NaN,NaN,10311.6325,9988.539753297215,NaN,NaN,NaN,NaN,NaN,10311.6325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.389999999999418,-27.780000000000655,NaN,NaN,NaN
1568462400,10292.13,10396.4,10222.77,10358,9994.85228497291,NaN,NaN,NaN,NaN,NaN,10317.325,9994.85228497291,NaN,NaN,NaN,NaN,NaN,10317.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.399999999999636,64.76000000000022,NaN,NaN,NaN
1568476800,10355.61,10398,10325.41,10363.8,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10360.705,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10360.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6000000000003638,-102.63999999999942,NaN,NaN,NaN
1568491200,10363.63,10419.97,10317.39,10332.25,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10358.31,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10358.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.969999999999345,8.020000000000437,NaN,NaN,NaN
1568505600,10333.47,10359.2,10024.81,10303.39,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10255.217499999999,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10255.217499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-60.76999999999862,292.5799999999999,NaN,NaN,NaN
1568520000,10302.49,10326.59,10273.21,10308.96,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10302.8125,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10302.8125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32.61000000000058,-248.39999999999964,NaN,NaN,NaN
1568534400,10308.08,10320,10268.55,10296.63,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10298.315,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10298.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.5900000000001455,4.6599999999998545,NaN,NaN,NaN
1568548800,10296.54,10317.29,10252.28,10306.37,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10293.12,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10293.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.709999999999127,16.269999999998618,NaN,NaN,NaN
1568563200,10306.79,10332.61,10280.14,10294.68,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10303.555,10034.746423729683,NaN,NaN,NaN,NaN,NaN,10303.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.319999999999709,-27.859999999998763,NaN,NaN,NaN
1568577600,10294.46,10316.45,10265.32,10302.22,10052.694330721239,NaN,NaN,NaN,NaN,NaN,10294.6125,10052.694330721239,NaN,NaN,NaN,NaN,NaN,10294.6125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16.159999999999854,14.819999999999709,NaN,NaN,NaN
1568592000,10302,10353.81,10300,10300.07,10070.90013804093,NaN,NaN,NaN,NaN,NaN,10313.97,10070.90013804093,NaN,NaN,NaN,NaN,NaN,10313.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.35999999999876,-34.68000000000029,NaN,NaN,NaN
1568606400,10300.24,10325,10279.69,10302.3,10095.035493530697,NaN,NaN,NaN,NaN,NaN,10301.807499999999,10095.035493530697,NaN,NaN,NaN,NaN,NaN,10301.807499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28.80999999999949,20.30999999999949,NaN,NaN,NaN
1568620800,10301.95,10316.71,10275.74,10282.74,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10294.285,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10294.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.290000000000873,3.9500000000007276,NaN,NaN,NaN
1568635200,10282.03,10282.03,10115,10120.07,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10199.782500000001,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10199.782500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-34.67999999999847,160.73999999999978,NaN,NaN,NaN
1568649600,10117.4,10160.39,10080.7,10124.17,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10120.665,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10120.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-121.64000000000124,34.29999999999927,NaN,NaN,NaN
1568664000,10120.37,10329.38,10119.29,10249.27,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10204.5775,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10204.5775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,168.98999999999978,-38.590000000000146,NaN,NaN,NaN
1568678400,10257.3,10261.36,10175.2,10224.09,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10229.4875,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10229.4875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-68.01999999999862,-55.909999999999854,NaN,NaN,NaN
1568692800,10225.02,10230.79,10165,10201.89,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10205.675,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10205.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-30.56999999999971,10.200000000000728,NaN,NaN,NaN
1568707200,10202.92,10205.81,10136.77,10163,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10177.125,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10177.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-24.980000000001382,28.229999999999563,NaN,NaN,NaN
1568721600,10162.7,10244.27,10151.62,10201.14,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10189.9325,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10189.9325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.460000000000946,-14.850000000000364,NaN,NaN,NaN
1568736000,10201.09,10262.49,10200.39,10255.91,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10229.970000000001,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10229.970000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.219999999999345,-48.76999999999862,NaN,NaN,NaN
1568750400,10256.52,10270.63,10171.37,10186.52,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10221.260000000002,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10221.260000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.139999999999418,29.019999999998618,NaN,NaN,NaN
1568764800,10183.87,10256.65,10183.87,10206.05,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10207.61,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10207.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.979999999999563,-12.5,NaN,NaN,NaN
1568779200,10206.02,10228.41,10185.6,10198.54,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10204.6425,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10204.6425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28.23999999999978,-1.7299999999995634,NaN,NaN,NaN
1568793600,10199.39,10199.47,10150,10156.12,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10176.245,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10176.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-28.94000000000051,35.600000000000364,NaN,NaN,NaN
1568808000,10156.7,10210,10097.92,10172.91,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10159.3825,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10159.3825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.530000000000655,52.07999999999993,NaN,NaN,NaN
1568822400,10172.84,10212.25,10132.51,10171.17,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10172.1925,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10172.1925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.25,-34.590000000000146,NaN,NaN,NaN
1568836800,10172.65,10211.9,10143,10155.16,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10170.6775,10095.294050148024,NaN,NaN,NaN,NaN,NaN,10170.6775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3500000000003638,-10.489999999999782,NaN,NaN,NaN
1568851200,10154.7,10185.55,9530.02,9821.97,NaN,NaN,NaN,10367.514202168291,10367.514202168291,NaN,9923.06,NaN,NaN,NaN,10367.514202168291,10367.514202168291,NaN,9923.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-26.350000000000364,612.9799999999996,NaN,NaN,NaN
1568865600,9820.96,9916,9780.75,9872.38,NaN,NaN,NaN,10367.514202168291,NaN,NaN,9847.5225,NaN,NaN,NaN,10367.514202168291,NaN,NaN,9847.5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-269.5499999999993,-250.72999999999956,NaN,NaN,NaN
1568880000,9872.71,9895.37,9820,9856.5,NaN,NaN,NaN,10367.514202168291,NaN,NaN,9861.145,NaN,NaN,NaN,10367.514202168291,NaN,NaN,9861.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.6299999999992,-39.25,NaN,NaN,NaN
1568894400,9856.5,9893.57,9845.11,9880.36,NaN,NaN,NaN,10313.36083688367,NaN,NaN,9868.885,NaN,NaN,NaN,10367.514202168291,NaN,NaN,9868.885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8000000000010914,-25.110000000000582,NaN,NaN,NaN
1568908800,9882,10109.51,9875.25,10086.98,NaN,NaN,NaN,10313.36083688367,NaN,NaN,9988.435000000001,NaN,NaN,NaN,10313.36083688367,NaN,NaN,9988.435000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215.9400000000005,-30.139999999999418,NaN,NaN,NaN
1568923200,10088.91,10331.62,10088.91,10245.3,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10188.685,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10188.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222.11000000000058,-213.65999999999985,NaN,NaN,NaN
1568937600,10247.7,10279.3,10154.7,10214.76,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10224.115,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10224.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-52.32000000000153,-65.79000000000087,NaN,NaN,NaN
1568952000,10212.78,10222.92,10148.99,10156.45,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10185.285,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10185.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-56.3799999999992,5.710000000000946,NaN,NaN,NaN
1568966400,10156.11,10187.1,10121.3,10173.72,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10159.557499999999,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10159.557499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-35.81999999999971,27.69000000000051,NaN,NaN,NaN
1568980800,10172.45,10236.19,10141.31,10180.66,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10182.6525,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10182.6525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.090000000000146,-20.01000000000022,NaN,NaN,NaN
1568995200,10179.55,10189.13,10070.5,10161.6,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10150.195,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10150.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-47.06000000000131,70.80999999999949,NaN,NaN,NaN
1569009600,10161.4,10185.34,10070.67,10166.35,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10145.939999999999,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10145.939999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.789999999999054,-0.17000000000007276,NaN,NaN,NaN
1569024000,10166.56,10175.3,10116.8,10124.75,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10145.8525,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10145.8525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10.040000000000873,-46.1299999999992,NaN,NaN,NaN
1569038400,10124.35,10126.81,9963.02,10079.89,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10073.5175,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10073.5175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-48.48999999999978,153.77999999999884,NaN,NaN,NaN
1569052800,10081.07,10081.07,9983.25,10046.6,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10047.9975,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10047.9975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-45.73999999999978,-20.229999999999563,NaN,NaN,NaN
1569067200,10046.6,10067,9912.63,10037.11,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10015.835,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10015.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-14.069999999999709,70.6200000000008,NaN,NaN,NaN
1569081600,10037.05,10056,9959.97,10016.8,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10017.454999999998,NaN,NaN,NaN,10313.36083688367,NaN,NaN,10017.454999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11,-47.340000000000146,NaN,NaN,NaN
1569096000,10016.78,10023.56,9943.05,9983.33,NaN,NaN,NaN,10313.36083688367,NaN,NaN,9991.68,NaN,NaN,NaN,10313.36083688367,NaN,NaN,9991.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-32.44000000000051,16.920000000000073,NaN,NaN,NaN
1569110400,9992.7,10001.98,9862.81,9872.07,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9932.39,NaN,NaN,NaN,10313.36083688367,NaN,NaN,9932.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-21.579999999999927,80.23999999999978,NaN,NaN,NaN
1569124800,9872,10053.56,9857,10023.53,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9951.5225,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9951.5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.57999999999993,5.809999999999491,NaN,NaN,NaN
1569139200,10024.91,10089.52,9978.96,10001.83,NaN,NaN,NaN,10232.424719270866,NaN,NaN,10023.805,NaN,NaN,NaN,10232.424719270866,NaN,NaN,10023.805,NaN,NaN,NaN,-9.782495398790704,-9.782495398790704,NaN,127.01475609756083,35.960000000000946,-121.95999999999913,17.880984379294638,NaN,27.663479778085343
1569153600,10000.53,10057.43,9932.01,9989.89,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9994.965,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9994.965,NaN,NaN,NaN,-10.115528581394052,-10.115528581394052,NaN,126.99530785246864,-32.090000000000146,46.94999999999891,17.66562851984282,NaN,27.78115710123687
1569168000,9990,10025,9949.2,9987.48,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9987.92,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9987.92,NaN,NaN,NaN,-10.041534565401498,-10.041534565401498,NaN,126.37097482987754,-32.43000000000029,-17.19000000000051,17.536406325599792,NaN,27.57794089100129
1569182400,9987.61,10073.46,9982.6,10023.04,NaN,NaN,NaN,10232.424719270866,NaN,NaN,10016.6775,NaN,NaN,NaN,10232.424719270866,NaN,NaN,10016.6775,NaN,NaN,NaN,-9.483925909003318,-9.483925909003318,NaN,125.93791416122048,48.45999999999913,-33.399999999999636,17.85137396339638,NaN,27.3352998723997
1569196800,10027.69,10046.91,9950,9975.58,NaN,NaN,NaN,10232.424719270866,NaN,NaN,10000.045,NaN,NaN,NaN,10232.424719270866,NaN,NaN,10000.045,NaN,NaN,NaN,-9.711245755626237,-9.711245755626237,NaN,125.58391520803485,-26.549999999999272,32.600000000000364,17.683380505044404,NaN,27.39462626067064
1569211200,9978.57,9983.81,9878.51,9904,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9936.2225,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9936.2225,NaN,NaN,NaN,-10.307338961395757,-10.307338961395757,NaN,125.33655038842466,-63.100000000000364,71.48999999999978,17.502203918407186,NaN,27.809542879802944
1569225600,9904,9968.49,9904,9915.09,NaN,NaN,NaN,10213.558483518313,NaN,NaN,9922.895,NaN,NaN,NaN,10232.424719270866,NaN,NaN,9922.895,NaN,NaN,NaN,-10.242277150958056,-10.242277150958056,NaN,124.59451928612678,-15.319999999999709,-25.48999999999978,17.39172680323262,NaN,27.634003954190675
1569240000,9914.11,9951.05,9708.91,9867.06,NaN,NaN,NaN,10213.558483518313,NaN,NaN,9860.2825,NaN,NaN,NaN,10213.558483518313,NaN,NaN,9860.2825,NaN,NaN,NaN,-11.890085081775261,-11.890085081775261,NaN,126.02800075824717,-17.44000000000051,195.09000000000015,16.984226117864416,NaN,28.874311199639678
